text,target,template_group_id,score,prediction
HHGRYFR discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,a4668e336b90a962,0.905209788351198,1
"FRM:Unit-VJKXU SUBJ:CS_ID: <PHONE> MSG: Your shipment <NUMBER> could not be delivered. To reschedule, continue below: <URL>",1,bfc689ffda299ff8,0.9902389554950823,1
"/ Notice / We did not find your address, please update it: <URL>",1,9ad7cf92cec7708e,0.9821453777265534,1
"We have detected unusual activity, Your P.AY.P.A.L A/c has been blocked to unblock your A/c visit <URL>",1,6dd7f5d357980217,0.9772714198671767,1
Go get your bonus now! Visit: <URL>,1,596f4d13d49b583a,0.9655265995287589,1
(1)message Helene Je veux sentir tes levres sur les miennes Noah! Viens tchatter avant de finir sous la couette rejoins moi ici <URL>,1,4b5056879bfef0ef,0.6065314691739304,0
"Confirmed: Your order for NANGROW (33gms) successfully placed & will reach you by 12 May, <NUMBER> . Track here: <URL>",0,0b645db11db0eeb3,0.9057512623113824,1
ASSURANCE MALADIE : Votre nouvelle carte vitale est disponible. Remplissez ce formulaire afin de rester couvert : <URL>,1,b7fe04e9c385669b,0.6347688132810652,0
Haga click en <URL> para visualizar o cancelar tu entrada al evento B VOCAL - VOCALOCURAS,0,397bfaa21bd65089,0.7577610736674872,1
"LACaixa Online : A partir del 08/09/2022no poder usar su tarjeta, Tienes que activar el nuevo sistema. Seguridad web : <URL>",1,da718e2dbd89945b,0.6736406782953877,0
[N.E.T.F.L.l.X] : Update your biIIing to continue using our services by visiting here <URL>,1,eb915586ef8fd491,0.9877300122202725,1
Netflix: Payment failed we will close your account due for missing on payments watch time log-in : <URL>,1,2122b3edec88515d,0.9393831995369014,1
MTB Alert : New ACH payment added. visit <URL> to remove or proceed,1,17c57fa3abeb7a45,0.9729232310231318,1
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1,60a41a5ebccebdc6,0.4040906790470656,0
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: <URL> STOP? Send STOP FRND to <NUMBER>,1,e7b51ddc9032a8da,0.8491740100596746,1
US POSTAL: Your package has reached our sorting center. Update your address to confirm delivery: <URL>,1,bd44f58fabc4c720,0.9862714537149101,1
GXFTRJB here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! <URL> Optout <URL>,1,dd680d1ba8593db3,0.8567581455214662,1
"Hi JOE RAPHAL tonight 7pm, discover my Bulletproof System to boost your revenue faster in <NUMBER> ! tx.vc/r/3axdT Optout <URL>",1,97ac3418836a3ea3,0.6694434851817164,0
elish ahian discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,c5150a6ea04c026c,0.8975866513562142,1
"Instagram Hello,Someone tried to log into your Instagram account. If it was you,please confirm your iden***y:Â Click on the link <URL>",1,2e88bf1a6e94c57f,0.9853608270756276,1
"Hi Emilly tonight 7pm, discover my Bulletproof System to boost your revenue faster in <NUMBER> ! <URL> Optout <URL>",1,fa9c340ef29e1101,0.8332578942482244,1
FREE entry into our £250 weekly comp just send the word WIN to <NUMBER> NOW. 18 T&C <URL>,1,98c1f5083d6077b6,0.8448146460711593,1
800-951-8418TD# <EMAIL> / (URGENT) TD#ID01315 / TD Bank#13-(URGENT) Access-Locked. Recover your access by clicking: <URL>,1,2d933cadb3f261fe,0.9128255625339028,1
m / TDMobileAlert ID# <NUMBER> / TD Bank Validate Your Login: <URL> ID#19,1,6f12920269736ff4,0.9813253822285974,1
"[GCASH Notice]You've got a PHP200.00, can redeem [Points for game gold]Register>Login>Redeem in 3 easy steps, please click: <URL>",1,cbe2f168a488f7fa,0.872091265952542,1
"Hi david tonight 7pm, discover my Bulletproof System to boost your revenue faster in <NUMBER> ! <URL> Optout <URL>",1,6b2b563f3168a787,0.8395514182584901,1
Por favor complete la venta: <URL>,1,0a064347a5f1f813,0.8265048052234203,1
telloa haq discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,e77884d262688a0a,0.9087020412872568,1
[US POSTAL] Your package has reached our sorting center and is waiting for delivery. Confirm your address to avoid returns: <URL>,1,76efa455b0104ed2,0.9795842631426952,1
Support# <EMAIL> / TD#(URGENT)#ID232315 / TD#ID23-Access-Locked.please follow the verification form: <URL>,1,fea6ef33418c2d54,0.9596389229981914,1
"rgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or <NUMBER> . To claim txt DIS to <PHONE> +6* <NUMBER> (moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,2b2b78f81c543b10,0.9229749175397379,1
We sincerely invite you to join our WS exchange group to share and exchange B-T.C together Earn Â¤ <PHONE> per day. <URL>,1,675c456a28c65ba6,0.8784996218587438,1
In order to Track and Manage your Trade please register at your earliest. Click here to get app for iOS: <URL> Click here to get app for Android: <URL>,1,fd6228fc9cb08658,0.9874604712768916,1
JOE RAPHAL here's how to create 3 High Cash-Flowing Properties & Scale to a Six Figure Revenue! tx.vc/r/2Aiak Optout <URL>,1,f19fb9a23940175f,0.7130354067544801,1
"ID#[emailÂ protected] / (URGENT) CaseID#TD15 / Access-Locked. Please,Validate By clicking the following link: <URL>",1,4b76ae068f18f6bf,0.9790411210327288,1
<EMAIL> / WF / Your a/c p***word change request is successful. Not you? Complain now <URL> or visit nearby branch,1,c429403fb009fe46,0.8815402017901716,1
IRS: After the last annual calculation of your fiscal acitivity we have determined that you are eligble for tax refund under section 501(c) (17) of the Internal Revenue Code. Please submit the Tax Refund Request Form at: <URL> and allow us 3-9 days to process it. Internal Revenue Service United States Department of the Treasury. TAXID12- <PHONE>,1,39dca65dd37711be,0.9914503054491871,1
"Confirmed: Your order for Nestle Lactogro... successfully placed & will reach you by 07 Aug, <NUMBER> . Track here: <URL>",0,9283ea2ecb5bbd1e,0.8718164388021516,1
"Hi Shyamalbiswas, You've left some health products in your Lybrate cart. Your health is important, let's not compromise with it. Complete your order now and get an extra flat 10% OFF. Use coupon FLAT10 Buy Now <URL>",0,8fd263d79c099730,0.9043441415103556,1
[emailÂ protected] / no subject / We could not find the correct info provided for your item: <URL> Y,1,1a7248470155f1f2,0.9121512313133495,1
<EMAIL> / Flash Sales / With a small joy get $100 <URL>,1,d19fe6f5059c1885,0.6801561761136535,0
METAMASK inform you that your wallet will be suspended please proceed to the verification: <URL>,1,245a2febb08f8a3f,0.982488653270658,1
1.Don't let your pack age get lost in limbo! Update your deIivery information now <URL>,1,20024809fd53480c,0.988238969760207,1
Join the First Ever Investing Summit kengleang & hear Insider Secrets of how to Invest for Profit <URL> Optout <URL>,1,878655c38f4d457d,0.6940536368630936,0
Confermare la vendita di un articolo: <URL>,1,c03e6e1951a85f87,0.6049318623319295,0
Olemme havainneet epÃ¤ilyttÃ¤vÃ¤Ã¤ toimintaa tilillÃ¤si. EstÃ¤Ã¤ksesi tukos kÃ¤y osoitteessa <URL>,1,e9533bdae09da4f2,0.5016070936639541,0
Alerts# <EMAIL> / TD#Alerts#ID14752 / TD#ID47-(URGENT) Access-Locked. please follow the verification form: <URL>,1,4b05c52dfcf99b53,0.968770528884119,1
test <URL> Reply STOP to stop,1,c8451fdf9b455e93,0.9812395516526756,1
IRS_TAX_REFUND_ID_#8OGZP7VEY9 <URL>,1,4030c00bfb838d63,0.9300758490961608,1
Your package is on hold : <URL> Opt out? <URL> or reply STOP,1,83aa07448b28030a,0.9950703245458639,1
"Hello,Someone tried to log into your Instagram account. If it was you,please confirm your iden***y:Â Click on the link <URL> Instag",1,a7f678726022401e,0.990255360742631,1
"Confirmed: Your order for Nestle Lactogro... successfully placed & will reach you by 29 Aug, <NUMBER> . Track here: <URL>",0,0b24044b6c065c02,0.8719547608352263,1
"USPS service: Package was delayed due to incomplete door number. Reply to [1], please reconfirm your address. <URL> Please update it timely.Open link in browser",1,eba809fbd5275663,0.9925506052868253,1
[emailÂ protected] / TD#Alerts#ID11730 / TD#ID17-(URGENT) Access-Locked. please follow the verification form: <URL>,1,1cb1cbc407bf049a,0.9665997923132094,1
"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : <URL> Netflix Services",1,a3175e3ffab25028,0.9986692723409756,1
"Good Day! Your Union Bank account has been flagged for fraudulent transaction. Your account will be disabled in 24 hours. Verify your account here: <URL> Good Day! We would like to notify Union Bank users about the data breach happened yesterday. Affected users will receive this message. To avoid disabling of account in 24 hours, update your details here: <URL> <EMAIL>",1,6f0d0dc7f8a05134,0.9796320206881255,1
"Hi Derrick tonight 7pm, discover my Bulletproof System to boost your revenue faster in <NUMBER> ! <URL> Optout <URL>",1,a66046df78d1ff58,0.845211749535129,1
Knock Knock Txt whose there to <NUMBER> to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs <URL> age16 to stoptxtstop£ <NUMBER> /week,1,155f0c537a2476e0,0.8581217680977147,1
4 DIME CON CONEXIN DIVINA YA ESTA DISPONIBLE/ DIME WITH CONEXIN DIVINA IS OUT NOW <URL> O,1,beddf34b21c72836,0.45789757864393277,0
david discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,edec9a9e32efb928,0.9052563745898043,1
Monthly password for wap. <URL> is <NUMBER> . Use your wap phone not PC.,1,9c82b949a9c28a25,0.9106992140103483,1
louis discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,335d591aa121f333,0.9078583569035144,1
"[emailÂ protected] / Secure message from TD / Use the bleow url to regarding your account, ( <URL>",1,8b556a3737d8b292,0.9651682630625541,1
Su producto ha sido <URL> nfirmar: <URL>,1,46b8e9cbf01e73eb,0.9323639218236578,1
"Start your day the right way by claiming your huge welcome package, Claim it here <URL> Optout: <URL>",1,2c81c7b4deb2e7a3,0.8730764388455943,1
<Subject: BOfA Notification: <PHONE> > We've locked your Bank Of America Account due to unusual activity. New Login from : [ <PHONE> - Zimbabwe ] Browser: UC Browser To restore your account click link below: <URL> /ZW+ <NUMBER> /d2L62N04/Jk82-6q7W5BW0B061Z3plW6qjYVj6j Nbb9W75Vnln5G61ZvW1vhZtP53vtK-W8vnQN336nW6KW556BxQt7bXvSXW7bbhZ06Vfc7W4p1C3V6ILh0sN7wPGFJDs5RVW277m1-1vHbvXW2mS7Fj1q2c LYVCHGwQ40KIpqW515nb68m6k r2W1xmilR64Z56HW6hqvCf6MpBRmW2n9YNB8cLk0ZW461PgF8KdXJTf1tQhmP04,1,02b69ab5c66431ff,0.9986953382334157,1
/ U-S-P-S ID <NUMBER> / We could not find the correct info provided for your item: <URL>,1,00165303ac3cc391,0.973526576250964,1
/ no subject / We could not find the correct info provided for your item: <URL> Y,1,ee4d39e7d9b45331,0.9035499726218741,1
Emilie 42ans a rompu il y a 2 mois vous l'avez croise cette semaine Pierre Elle est dispo vous avez (1)message d'elle a lire ici <URL>,1,755c847fa50cad06,0.6056891310856813,0
"Dear, you passed the interview. An average of <NUMBER> TK can be received every day, contact: <URL> 10:48 AM",1,97018748bf4048b5,0.9225270005605768,1
"Thank you for registering with Breathefree Digital Educator. This program will help you learn the correct inhaler device technique. You can now connect with Breathefree Digital Educator instantly by clicking on the link below. If you are unable to connect, please try again after 15 mins. Breathefree Digital Educator is available from Monday to Friday between 10 am to 7 pm and on Saturday between 10 am to 5 pm. CLICK TO CONNECT NOW and TnC, Lybrate <URL>",0,8f1ab70072ab0f76,0.8743948773050997,1
"Ð¢ÑÐo-ÑÑÐo, ÑÑÐ3⁄4 Ð ́Ð3⁄4ÑÑÐ°Ð2ÐoÐ°! ÐÐ3⁄4Ñ Ð2Ð°Ñ ÑÐμÐo Ð1⁄2Ð° Ð¿ÑÐμÐ ́Ð3⁄4Ð¿Ð»Ð°ÑÑ: <URL>",0,d6a0386186201a06,0.9998521804389698,1
bdTMxMfOic Din betalingsmetode blev afvist. Opdater nu for at undgÃ¥ suspension af tjenester: <URL> An error occurred <URL>,1,0c3b6043d761dadb,0.8299792600303559,1
happy winter Ã°Å ̧Â¤? <URL> Reply 'STOP' to opt out,1,690266061b531aac,0.8534243205852057,1
OTC 20% off entire store Valid for today only #1 voted store <URL> Reply STOP to end.,1,e4847b09fd4af451,0.8241839485259496,1
Emilie 42ans a rompu il y a 2 mois vous l'avez croise cette semaine Noah Elle est dispo vous avez (1)message d'elle a lire ici <URL>,1,f7554ddd3fbbc4f2,0.6121264299136708,0
"Hello customer, Our system detected some unusual activities in your account. Kindly Verify your account. <URL>",1,b8ea87cc3c8838dd,0.9853479917412391,1
[emailÂ protected] / no subject / Your item was not found. <URL>,1,6eecdff2c8503c91,0.8881839800737182,1
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day!",1,4a2ed42f0b45dfcf,0.9908916752966229,1
"[emailÂ protected] / ""WFAlert-ID# <NUMBER> "" / We now need to confirm some of your information: <URL> Thank You",1,9c879c35f114a1f3,0.9831494835593936,1
(UPS) notice about your order package: #UPS-IXZYJTSL On Hold. confirm your zip code: <URL> O,1,f0dc6e3a4124088c,0.9666839392596421,1
Online Transport wants to speak w/ you about a driving position! Click here <URL> to complete a full application or call <PHONE> for more info. STOP to end,0,fc6242f860dec26e,0.9938729778375315,1
"Due to the new update, you need to sign in again to your iCard-account at <URL> route:5",1,ddc8ddb502c62b46,0.9555563851436644,1
TD##[emailÂ protected] / (URGENT) TD#ID05121 / TD Bank#51-(URGENT) Access-Locked. Recover your access by clicking: <URL>,1,1c1b29defe5be32c,0.9119054982489513,1
"Due to the new update, you need to sign in again to your iCard-account at <URL> route:3",1,baaa3216eed09c01,0.9532708031440174,1
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: <URL> STOP? Send STOP FRND to <NUMBER>,1,336d8d8f6f20f018,0.8166979613118939,1
Alex discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,375faf9797b1fadc,0.8896615102320272,1
"Confirmed: Your order for NANGROW (33gms) successfully placed & will reach you by 17 May, <NUMBER> . Track here: <URL>",0,757e59626a7bbcaa,0.9025360786584129,1
/ New.login-IP : <PHONE> / We now need to confirm some of your information: <URL> Thank You,1,9935a4b2be2fee90,0.9908781156999225,1
Hornady Transportation is interested in talking w/ you! Please fill out a complete application by clicking <URL> or call <PHONE> for more info. STOP to end,0,91479cf36eba8074,0.9960167170297791,1
"We have on hold your Amazon account and all pending orders. We took this action because the billing information you provided did not match information on the file with the card problem, click and follow the instructions from the following link: <URL>",1,c8c9464a70b5b35d,0.9956315317898341,1
GXFTRJB discover proven Property &Business Methods to grow your revenue in <NUMBER> . Starts Sat 10am! <URL> Optout <URL>,1,409d06f7d815a654,0.9078279604960693,1
"Your shipment with DHL Delivery , but seems there's an unpaid fees that prevents delivery. Please proceed via the link below : <URL>",1,2b825dde819a2f8c,0.9478740283797193,1
